strain,country
EPI_ISL_654342,Europe / Spain
EPI_ISL_2751385,Scotland
EPI_ISL_2751453,Scotland
EPI_ISL_2751459,Scotland
EPI_ISL_2751466,Scotland
EPI_ISL_826701,Europe / Iceland
EPI_ISL_2751471,Scotland
EPI_ISL_2751477,Scotland
EPI_ISL_654322,Europe / Spain
EPI_ISL_2751320,Scotland
EPI_ISL_2751384,Scotland
EPI_ISL_2751382,Scotland
EPI_ISL_2751324,Scotland
EPI_ISL_2751325,Scotland
EPI_ISL_2751327,Scotland
EPI_ISL_2751337,Scotland
EPI_ISL_654326,Europe / Spain
EPI_ISL_654319,Europe / Spain
EPI_ISL_654315,Europe / Spain
EPI_ISL_654316,Europe / Spain
EPI_ISL_654317,Europe / Spain
EPI_ISL_654318,Europe / Spain
EPI_ISL_2751367,Scotland
EPI_ISL_829508,Europe / Iceland
EPI_ISL_627764,Wales
EPI_ISL_632710,Europe / Netherlands
EPI_ISL_2751393,Scotland
EPI_ISL_2751430,Scotland
EPI_ISL_627867,Wales
EPI_ISL_829259,Europe / Iceland
EPI_ISL_739729,Europe / Luxembourg
EPI_ISL_2751446,Scotland
EPI_ISL_2751427,Scotland
EPI_ISL_627736,Wales
EPI_ISL_740316,Europe / Luxembourg
EPI_ISL_627801,Wales
EPI_ISL_625341,Wales
EPI_ISL_625395,Scotland
EPI_ISL_614966,Europe / Switzerland
EPI_ISL_627742,Wales
EPI_ISL_1671133,Europe / Austria
EPI_ISL_1671134,Europe / Austria
EPI_ISL_954187,Europe / Italy
EPI_ISL_2751429,Scotland
EPI_ISL_614968,Europe / Switzerland
EPI_ISL_739726,Europe / Luxembourg
EPI_ISL_2751370,Scotland
EPI_ISL_2751456,Scotland
EPI_ISL_614920,Europe / Switzerland
EPI_ISL_2751455,Scotland
EPI_ISL_614919,Europe / Switzerland
EPI_ISL_2751464,Scotland
EPI_ISL_625389,Wales
EPI_ISL_627734,Wales
EPI_ISL_708804,Asia / Thailand
EPI_ISL_744475,Europe / Luxembourg
EPI_ISL_744601,Europe / Luxembourg
EPI_ISL_744174,Europe / Luxembourg
EPI_ISL_829511,Europe / Iceland
EPI_ISL_827201,Europe / Iceland
EPI_ISL_829758,Europe / Iceland
EPI_ISL_627911,Wales
EPI_ISL_627732,Wales
EPI_ISL_654597,Europe / Spain
EPI_ISL_627804,Wales
EPI_ISL_829507,Europe / Iceland
EPI_ISL_744646,Europe / Luxembourg
EPI_ISL_627886,Wales
EPI_ISL_2751449,Scotland
EPI_ISL_828933,Europe / Iceland
EPI_ISL_627776,Wales
EPI_ISL_2751407,Scotland
EPI_ISL_2751392,Scotland
EPI_ISL_740406,Europe / Luxembourg
EPI_ISL_628238,Wales
EPI_ISL_628262,Wales
EPI_ISL_628293,Wales
EPI_ISL_2751404,Scotland
EPI_ISL_2751473,Scotland
EPI_ISL_2751467,Scotland
EPI_ISL_628305,Wales
EPI_ISL_2751468,Scotland
EPI_ISL_627876,Wales
EPI_ISL_2756830,Europe / France
EPI_ISL_628222,Wales
EPI_ISL_627787,Wales
EPI_ISL_628099,Wales
EPI_ISL_627757,Wales
EPI_ISL_627765,Wales
EPI_ISL_627883,Wales
EPI_ISL_627884,Wales
EPI_ISL_627885,Wales
EPI_ISL_627756,Wales
EPI_ISL_628070,Wales
EPI_ISL_9145897,Europe / Italy
EPI_ISL_628094,Wales
EPI_ISL_3770738,Europe / Italy
EPI_ISL_2751457,Scotland
EPI_ISL_2751351,Scotland
EPI_ISL_613206,Wales
EPI_ISL_639470,Wales
EPI_ISL_828936,Europe / Iceland
EPI_ISL_639117,Wales
EPI_ISL_2751469,Scotland
EPI_ISL_2751462,Scotland
EPI_ISL_2751465,Scotland
EPI_ISL_925482,Europe / Belgium
EPI_ISL_2751377,Scotland
EPI_ISL_2751451,Scotland
EPI_ISL_2655305,Europe / Spain
EPI_ISL_613281,Wales
EPI_ISL_2751458,Scotland
EPI_ISL_613276,Wales
EPI_ISL_2751443,Scotland
EPI_ISL_613244,Wales
EPI_ISL_2655297,Europe / Spain
EPI_ISL_613230,Wales
EPI_ISL_2655298,Europe / Spain
EPI_ISL_627766,Wales
EPI_ISL_627866,Wales
EPI_ISL_627853,Wales
EPI_ISL_2655299,Europe / Spain
EPI_ISL_628039,Wales
EPI_ISL_613224,Wales
EPI_ISL_627773,Wales
EPI_ISL_625345,Scotland
EPI_ISL_624776,Wales
EPI_ISL_624848,Wales
EPI_ISL_625370,Scotland
EPI_ISL_625367,Scotland
EPI_ISL_625364,Scotland
EPI_ISL_625381,Scotland
EPI_ISL_3078949,Wales
EPI_ISL_625380,Scotland
EPI_ISL_625369,Scotland
EPI_ISL_625327,Scotland
EPI_ISL_625349,Scotland
EPI_ISL_625351,Scotland
EPI_ISL_625352,Scotland
EPI_ISL_625357,Scotland
EPI_ISL_625375,Scotland
EPI_ISL_625387,Scotland
EPI_ISL_625368,Scotland
EPI_ISL_625377,Scotland
EPI_ISL_802762,Europe / Spain
EPI_ISL_802773,Europe / Spain
EPI_ISL_625355,Scotland
EPI_ISL_625385,Scotland
EPI_ISL_625344,Scotland
EPI_ISL_625322,Scotland
EPI_ISL_625350,Scotland
EPI_ISL_625330,Scotland
EPI_ISL_625336,Scotland
EPI_ISL_625338,Scotland
EPI_ISL_625354,Scotland
EPI_ISL_625317,Scotland
EPI_ISL_625319,Scotland
EPI_ISL_625362,Scotland
EPI_ISL_717608,Europe / Belgium
EPI_ISL_727798,Scotland
EPI_ISL_623863,Scotland
EPI_ISL_625353,Scotland
EPI_ISL_624028,Scotland
EPI_ISL_7671806,Europe / Italy
EPI_ISL_2017539,Europe / Spain
EPI_ISL_625372,Scotland
EPI_ISL_624147,Scotland
EPI_ISL_802770,Europe / Spain
EPI_ISL_804547,Europe / France
EPI_ISL_625359,Scotland
EPI_ISL_652660,Scotland
EPI_ISL_652657,Scotland
EPI_ISL_652654,Scotland
EPI_ISL_612199,Wales
EPI_ISL_652672,Scotland
EPI_ISL_652640,Scotland
EPI_ISL_652656,Scotland
EPI_ISL_652634,Scotland
EPI_ISL_652638,Scotland
EPI_ISL_7672008,Europe / Italy
EPI_ISL_625340,Scotland
EPI_ISL_652797,Scotland
EPI_ISL_652633,Scotland
EPI_ISL_624189,Scotland
EPI_ISL_652652,Scotland
EPI_ISL_652645,Scotland
EPI_ISL_802755,Europe / Spain
EPI_ISL_651981,Scotland
EPI_ISL_859770,Asia / United Arab Emirates
EPI_ISL_651528,Scotland
EPI_ISL_625388,Scotland
EPI_ISL_652631,Scotland
EPI_ISL_1495309,Europe / Austria
EPI_ISL_652653,Scotland
EPI_ISL_652636,Scotland
EPI_ISL_613125,Wales
EPI_ISL_613218,Wales
EPI_ISL_613211,Wales
EPI_ISL_802771,Europe / Spain
EPI_ISL_802753,Europe / Spain
EPI_ISL_802760,Europe / Spain
EPI_ISL_613236,Wales
EPI_ISL_613233,Wales
EPI_ISL_652639,Scotland
EPI_ISL_802761,Europe / Spain
EPI_ISL_802776,Europe / Spain
EPI_ISL_802768,Europe / Spain
EPI_ISL_802763,Europe / Spain
EPI_ISL_652630,Scotland
EPI_ISL_613232,Wales
EPI_ISL_654327,Europe / Spain
EPI_ISL_625374,Scotland
EPI_ISL_722886,Europe / Italy
EPI_ISL_722885,Europe / Italy
EPI_ISL_625366,Scotland
EPI_ISL_625339,Scotland
EPI_ISL_722921,Europe / Italy
EPI_ISL_708000,Europe / Germany
EPI_ISL_735210,Europe / Belgium
EPI_ISL_745004,Europe / Luxembourg
EPI_ISL_654325,Europe / Spain
EPI_ISL_802764,Europe / Spain
EPI_ISL_652914,Scotland
EPI_ISL_1495307,Europe / Austria
EPI_ISL_802751,Europe / Spain
EPI_ISL_625391,Scotland
EPI_ISL_625332,Scotland
EPI_ISL_625346,Scotland
EPI_ISL_625335,Scotland
EPI_ISL_625361,Scotland
EPI_ISL_735213,Europe / Belgium
EPI_ISL_768780,Republic of Ireland
EPI_ISL_625356,Scotland
EPI_ISL_802754,Europe / Spain
EPI_ISL_625342,Scotland
EPI_ISL_802775,Europe / Spain
EPI_ISL_625392,Scotland
EPI_ISL_625348,Scotland
EPI_ISL_1390917,North America / Canada
EPI_ISL_625329,Scotland
EPI_ISL_625383,Scotland
EPI_ISL_802767,Europe / Spain
EPI_ISL_625343,Scotland
EPI_ISL_625337,Scotland
EPI_ISL_802772,Europe / Spain
EPI_ISL_930955,Europe / Switzerland
EPI_ISL_652731,Scotland
EPI_ISL_760189,Asia / South Korea
EPI_ISL_3502736,Europe / Spain
EPI_ISL_614938,Europe / Switzerland
EPI_ISL_614945,Europe / Switzerland
EPI_ISL_614925,Europe / Switzerland
EPI_ISL_614975,Europe / Switzerland
EPI_ISL_614939,Europe / Switzerland
EPI_ISL_628239,Wales
EPI_ISL_652860,Scotland
EPI_ISL_830155,Europe / Iceland
EPI_ISL_830484,Europe / Iceland
EPI_ISL_830488,Europe / Iceland
EPI_ISL_627924,Wales
EPI_ISL_768781,Republic of Ireland
EPI_ISL_652942,Scotland
EPI_ISL_830105,Europe / Iceland
EPI_ISL_627970,Wales
EPI_ISL_628290,Wales
EPI_ISL_666181,Wales
EPI_ISL_651973,Scotland
EPI_ISL_628274,Wales
EPI_ISL_628267,Wales
EPI_ISL_628172,Wales
EPI_ISL_613272,Wales
EPI_ISL_627796,Wales
EPI_ISL_768783,Republic of Ireland
EPI_ISL_3421825,Wales
EPI_ISL_3421822,Wales
EPI_ISL_1496576,Europe / Switzerland
EPI_ISL_930991,Europe / Switzerland
EPI_ISL_930993,Europe / Switzerland
EPI_ISL_930990,Europe / Switzerland
EPI_ISL_930988,Europe / Switzerland
EPI_ISL_930989,Europe / Switzerland
EPI_ISL_1015413,Europe / France
EPI_ISL_768782,Republic of Ireland
EPI_ISL_1496684,Europe / Switzerland
EPI_ISL_830154,Europe / Iceland
EPI_ISL_830153,Europe / Iceland
EPI_ISL_830490,Europe / Iceland
EPI_ISL_652896,Scotland
EPI_ISL_830148,Europe / Iceland
EPI_ISL_831106,Europe / Spain
EPI_ISL_832145,Europe / France
EPI_ISL_949234,Europe / Spain
EPI_ISL_722924,Europe / Italy
EPI_ISL_710610,Europe / Sweden
EPI_ISL_722925,Europe / Italy
EPI_ISL_722908,Europe / Italy
EPI_ISL_827953,Europe / Iceland
EPI_ISL_624397,Wales
EPI_ISL_666097,Scotland
EPI_ISL_666093,Scotland
EPI_ISL_3731033,Europe / Italy
EPI_ISL_3731047,Europe / Italy
EPI_ISL_624206,Wales
EPI_ISL_624476,Wales
EPI_ISL_827534,Europe / Iceland
EPI_ISL_624399,Wales
EPI_ISL_652855,Scotland
EPI_ISL_613235,Wales
EPI_ISL_613266,Wales
EPI_ISL_613208,Wales
EPI_ISL_613209,Wales
EPI_ISL_652852,Scotland
EPI_ISL_652799,Scotland
EPI_ISL_652808,Wales
EPI_ISL_652800,Scotland
EPI_ISL_652802,Scotland
EPI_ISL_826860,Europe / Iceland
EPI_ISL_826847,Europe / Iceland
EPI_ISL_826848,Europe / Iceland
EPI_ISL_4425129,Europe / Spain
EPI_ISL_639129,Wales
EPI_ISL_648192,Europe / Sweden
EPI_ISL_651529,Scotland
EPI_ISL_652063,Scotland
EPI_ISL_652901,Scotland
EPI_ISL_652902,Scotland
EPI_ISL_1311481,Europe / Netherlands
EPI_ISL_652904,Scotland
EPI_ISL_661290,Europe / Sweden
EPI_ISL_2020674,Europe / Italy
EPI_ISL_624536,Wales
EPI_ISL_652900,Scotland
EPI_ISL_652907,Scotland
EPI_ISL_652720,Scotland
EPI_ISL_652885,Scotland
EPI_ISL_652890,Scotland
EPI_ISL_652905,Scotland
EPI_ISL_652897,Scotland
EPI_ISL_666099,Scotland
EPI_ISL_775480,Europe / Norway
EPI_ISL_666091,Scotland
EPI_ISL_827963,Europe / Iceland
EPI_ISL_652853,Scotland
EPI_ISL_666092,Scotland
EPI_ISL_666098,Scotland
EPI_ISL_666096,Scotland
EPI_ISL_3305830,Europe / Italy
EPI_ISL_3277369,Europe / Austria
EPI_ISL_652940,Scotland
EPI_ISL_652903,Scotland
EPI_ISL_652908,Scotland
EPI_ISL_652886,Scotland
EPI_ISL_652889,Scotland
EPI_ISL_652876,Scotland
EPI_ISL_652891,Scotland
EPI_ISL_652893,Scotland
EPI_ISL_652888,Scotland
EPI_ISL_652887,Scotland
EPI_ISL_652836,Scotland
EPI_ISL_634774,Wales
EPI_ISL_652840,Scotland
EPI_ISL_7671760,Europe / Italy
EPI_ISL_624284,Wales
EPI_ISL_652801,Scotland
EPI_ISL_652796,Scotland
EPI_ISL_652775,Scotland
EPI_ISL_652776,Scotland
EPI_ISL_652793,Scotland
EPI_ISL_652774,Scotland
EPI_ISL_652837,Scotland
EPI_ISL_652730,Scotland
EPI_ISL_652835,Scotland
EPI_ISL_652841,Scotland
EPI_ISL_652838,Scotland
EPI_ISL_634790,Wales
EPI_ISL_652729,Scotland
EPI_ISL_651521,Scotland
EPI_ISL_654604,Europe / Spain
EPI_ISL_624913,Wales
EPI_ISL_613246,Wales
EPI_ISL_627927,Wales
EPI_ISL_627819,Wales
EPI_ISL_627913,Wales
EPI_ISL_627937,Wales
EPI_ISL_627930,Wales
EPI_ISL_1498203,Europe / Netherlands
EPI_ISL_627812,Wales
EPI_ISL_613207,Wales
EPI_ISL_613214,Wales
EPI_ISL_613217,Wales
EPI_ISL_613198,Wales
EPI_ISL_1120962,Europe / Spain
EPI_ISL_634797,Wales
EPI_ISL_613196,Wales
EPI_ISL_613202,Wales
EPI_ISL_613259,Wales
EPI_ISL_613247,Wales
EPI_ISL_613253,Wales
EPI_ISL_613268,Wales
EPI_ISL_613262,Wales
EPI_ISL_613261,Wales
EPI_ISL_613251,Wales
EPI_ISL_627852,Wales
EPI_ISL_628197,Wales
EPI_ISL_628006,Wales
EPI_ISL_628010,Wales
EPI_ISL_634796,Wales
EPI_ISL_628213,Wales
EPI_ISL_651819,Scotland
EPI_ISL_625212,Wales
EPI_ISL_628249,Wales
EPI_ISL_628074,Wales
EPI_ISL_628050,Wales
EPI_ISL_627990,Wales
EPI_ISL_627995,Wales
EPI_ISL_628175,Wales
EPI_ISL_628306,Wales
EPI_ISL_628142,Wales
EPI_ISL_628113,Wales
EPI_ISL_627771,Wales
EPI_ISL_651742,Scotland
EPI_ISL_654603,Europe / Spain
EPI_ISL_654602,Europe / Spain
EPI_ISL_627923,Wales
EPI_ISL_654601,Europe / Spain
EPI_ISL_634799,Wales
EPI_ISL_634792,Wales
EPI_ISL_628082,Wales
EPI_ISL_651820,Scotland
EPI_ISL_627889,Wales
EPI_ISL_627737,Wales
EPI_ISL_634804,Wales
EPI_ISL_627881,Wales
EPI_ISL_628210,Wales
EPI_ISL_930980,Europe / Switzerland
EPI_ISL_628067,Wales
EPI_ISL_634791,Wales
EPI_ISL_628148,Wales
EPI_ISL_628199,Wales
EPI_ISL_628184,Wales
EPI_ISL_661288,Europe / Sweden
EPI_ISL_666094,Scotland
EPI_ISL_930979,Europe / Switzerland
EPI_ISL_827363,Europe / Iceland
EPI_ISL_628261,Wales
EPI_ISL_666095,Scotland
EPI_ISL_627996,Wales
EPI_ISL_628171,Wales
EPI_ISL_628057,Wales
EPI_ISL_666088,Scotland
EPI_ISL_628052,Wales
EPI_ISL_628277,Wales
EPI_ISL_666100,Scotland
EPI_ISL_634806,Wales
EPI_ISL_627981,Wales
EPI_ISL_627975,Wales
EPI_ISL_625024,Wales
EPI_ISL_627964,Wales
EPI_ISL_1034600,Asia / Hong Kong
EPI_ISL_634805,Wales
EPI_ISL_7671836,Europe / Italy
EPI_ISL_627827,Wales
EPI_ISL_627782,Wales
EPI_ISL_624431,Wales
EPI_ISL_628276,Wales
EPI_ISL_613148,Wales
EPI_ISL_612193,Wales
EPI_ISL_612861,Wales
EPI_ISL_628280,Wales
EPI_ISL_628285,Wales
EPI_ISL_1671132,Europe / Austria
EPI_ISL_732795,Europe / Spain
EPI_ISL_628270,Wales
EPI_ISL_7672425,Europe / Italy
EPI_ISL_7672302,Europe / Italy
EPI_ISL_628275,Wales
EPI_ISL_680500,Scotland
EPI_ISL_7672304,Europe / Italy
EPI_ISL_7672441,Europe / Italy
EPI_ISL_7672335,Europe / Italy
EPI_ISL_628299,Wales
EPI_ISL_612849,Wales
EPI_ISL_612918,Wales
EPI_ISL_627870,Wales
EPI_ISL_639124,Wales
EPI_ISL_627758,Wales
EPI_ISL_628081,Wales
EPI_ISL_613193,Wales
EPI_ISL_613212,Wales
EPI_ISL_859782,Asia / United Arab Emirates
EPI_ISL_613267,Wales
EPI_ISL_740492,Europe / Luxembourg
EPI_ISL_828008,Europe / Iceland
EPI_ISL_613192,Wales
EPI_ISL_613194,Wales
EPI_ISL_651969,Scotland
EPI_ISL_634794,Wales
EPI_ISL_796711,Europe / Norway
EPI_ISL_904442,Europe / Netherlands
EPI_ISL_652323,Northern Ireland
EPI_ISL_634786,Wales
EPI_ISL_613248,Wales
EPI_ISL_628300,Wales
EPI_ISL_829736,Europe / Iceland
EPI_ISL_860759,Europe / Switzerland
EPI_ISL_628134,Wales
EPI_ISL_2731381,Europe / Netherlands
EPI_ISL_628038,Wales
EPI_ISL_1311535,Europe / Netherlands
EPI_ISL_613238,Wales
EPI_ISL_913351,Europe / Sweden
EPI_ISL_613237,Wales
EPI_ISL_931396,Europe / Switzerland
EPI_ISL_613228,Wales
EPI_ISL_613243,Wales
EPI_ISL_904440,Europe / Netherlands
EPI_ISL_634795,Wales
EPI_ISL_654343,Europe / Spain
EPI_ISL_632721,Europe / Netherlands
EPI_ISL_632722,Europe / Netherlands
EPI_ISL_802752,Europe / Spain
EPI_ISL_802750,Europe / Spain
EPI_ISL_613137,Wales
EPI_ISL_1388778,Europe / Switzerland
EPI_ISL_667787,Oceania / Australia
EPI_ISL_630299,Wales
EPI_ISL_612120,Wales
EPI_ISL_829458,Europe / Iceland
EPI_ISL_668421,Europe / Norway
EPI_ISL_11172724,Africa / Tunisia
EPI_ISL_668417,Europe / Norway
EPI_ISL_624509,Wales
EPI_ISL_1388791,Europe / Switzerland
EPI_ISL_634800,Wales
EPI_ISL_801486,Europe / Netherlands
EPI_ISL_1388781,Europe / Switzerland
EPI_ISL_1388776,Europe / Switzerland
EPI_ISL_722527,Europe / Netherlands
EPI_ISL_722523,Europe / Netherlands
EPI_ISL_1388783,Europe / Switzerland
EPI_ISL_1388774,Europe / Switzerland
EPI_ISL_1388761,Europe / Switzerland
EPI_ISL_613186,Wales
EPI_ISL_1388773,Europe / Switzerland
EPI_ISL_830156,Europe / Iceland
EPI_ISL_651966,Scotland
EPI_ISL_830489,Europe / Iceland
EPI_ISL_651965,Scotland
EPI_ISL_651964,Scotland
EPI_ISL_2756834,Europe / France
EPI_ISL_639180,Wales
EPI_ISL_639036,Wales
EPI_ISL_605825,Oceania / Australia
EPI_ISL_2731380,Europe / Netherlands
EPI_ISL_2731379,Europe / Netherlands
EPI_ISL_892223,Wales
EPI_ISL_2731382,Europe / Netherlands
EPI_ISL_892222,Wales
EPI_ISL_830207,Europe / Iceland
EPI_ISL_828347,Europe / Iceland
EPI_ISL_634814,Wales
EPI_ISL_826676,Europe / Iceland
EPI_ISL_744474,Europe / Luxembourg
EPI_ISL_651970,Scotland
EPI_ISL_666140,Wales
EPI_ISL_827531,Europe / Iceland
EPI_ISL_651972,Scotland
EPI_ISL_744690,Europe / Luxembourg
EPI_ISL_680499,Scotland
EPI_ISL_680498,Scotland
EPI_ISL_680502,Scotland
EPI_ISL_804554,Europe / France
EPI_ISL_2017565,Europe / Spain
EPI_ISL_651522,Scotland
EPI_ISL_627974,Wales
EPI_ISL_612902,Wales
EPI_ISL_612932,Wales
EPI_ISL_627814,Wales
EPI_ISL_3731034,Europe / Italy
EPI_ISL_627206,Wales
EPI_ISL_2982420,Europe / Spain
EPI_ISL_612936,Wales
EPI_ISL_624145,Scotland
EPI_ISL_612952,Wales
EPI_ISL_628101,Wales
EPI_ISL_628092,Wales
EPI_ISL_628089,Wales
EPI_ISL_628114,Wales
EPI_ISL_651783,Scotland
EPI_ISL_651782,Scotland
EPI_ISL_680616,Wales
EPI_ISL_635178,Europe / Norway
EPI_ISL_827910,Europe / Iceland
EPI_ISL_639865,Republic of Ireland
EPI_ISL_652469,Wales
EPI_ISL_651784,Scotland
EPI_ISL_651780,Scotland
EPI_ISL_652954,Scotland
EPI_ISL_628078,Wales
EPI_ISL_628266,Wales
EPI_ISL_628256,Wales
EPI_ISL_624018,Scotland
EPI_ISL_623990,Scotland
EPI_ISL_628145,Wales
EPI_ISL_628152,Wales
EPI_ISL_628126,Wales
EPI_ISL_627967,Wales
EPI_ISL_628062,Wales
EPI_ISL_627991,Wales
EPI_ISL_628139,Wales
EPI_ISL_627841,Wales
EPI_ISL_627939,Wales
EPI_ISL_651743,Scotland
EPI_ISL_651748,Scotland
EPI_ISL_651744,Scotland
EPI_ISL_612927,Wales
EPI_ISL_651747,Scotland
EPI_ISL_651746,Scotland
EPI_ISL_651752,Scotland
EPI_ISL_651753,Scotland
EPI_ISL_651745,Scotland
EPI_ISL_5914628,Europe / France
EPI_ISL_623921,Scotland
EPI_ISL_740021,Europe / Luxembourg
EPI_ISL_732817,Europe / Spain
EPI_ISL_5914583,Europe / France
EPI_ISL_651781,Scotland
EPI_ISL_651967,Scotland
EPI_ISL_628287,Wales
EPI_ISL_628051,Wales
EPI_ISL_628166,Wales
EPI_ISL_628193,Wales
EPI_ISL_628189,Wales
EPI_ISL_904446,Europe / Netherlands
EPI_ISL_628138,Wales
EPI_ISL_627960,Wales
EPI_ISL_627984,Wales
EPI_ISL_628025,Wales
EPI_ISL_628211,Wales
EPI_ISL_628158,Wales
EPI_ISL_628203,Wales
EPI_ISL_627945,Wales
EPI_ISL_628117,Wales
EPI_ISL_931029,Europe / Switzerland
EPI_ISL_931026,Europe / Switzerland
EPI_ISL_931024,Europe / Switzerland
EPI_ISL_931025,Europe / Switzerland
EPI_ISL_628221,Wales
EPI_ISL_1260874,Europe / Italy
EPI_ISL_931012,Europe / Switzerland
EPI_ISL_931017,Europe / Switzerland
EPI_ISL_651977,Scotland
EPI_ISL_651982,Scotland
EPI_ISL_651968,Scotland
EPI_ISL_931031,Europe / Switzerland
EPI_ISL_627763,Wales
EPI_ISL_628105,Wales
EPI_ISL_628093,Wales
EPI_ISL_627096,Wales
EPI_ISL_627296,Wales
EPI_ISL_627295,Wales
EPI_ISL_612954,Wales
EPI_ISL_612934,Wales
EPI_ISL_612940,Wales
EPI_ISL_627789,Wales
EPI_ISL_627894,Wales
EPI_ISL_627893,Wales
EPI_ISL_627777,Wales
EPI_ISL_614978,Europe / Switzerland
EPI_ISL_627774,Wales
EPI_ISL_627772,Wales
EPI_ISL_627830,Wales
EPI_ISL_627301,Wales
EPI_ISL_627856,Wales
EPI_ISL_740100,Europe / Luxembourg
EPI_ISL_739698,Europe / Luxembourg
EPI_ISL_627859,Wales
EPI_ISL_627808,Wales
EPI_ISL_627798,Wales
EPI_ISL_627837,Wales
EPI_ISL_634807,Wales
EPI_ISL_634810,Wales
EPI_ISL_634811,Wales
EPI_ISL_634777,Wales
EPI_ISL_634768,Wales
EPI_ISL_634761,Wales
EPI_ISL_830565,Europe / Iceland
EPI_ISL_904447,Europe / Netherlands
EPI_ISL_652971,Scotland
EPI_ISL_654394,Europe / Spain
EPI_ISL_654393,Europe / Spain
EPI_ISL_651983,Scotland
EPI_ISL_825382,Europe / Spain
EPI_ISL_5914680,Europe / France
EPI_ISL_651979,Scotland
EPI_ISL_639101,Wales
EPI_ISL_6594950,Europe / Italy
EPI_ISL_722535,Europe / Netherlands
EPI_ISL_722528,Europe / Netherlands
EPI_ISL_722536,Europe / Netherlands
EPI_ISL_722534,Europe / Netherlands
EPI_ISL_722530,Europe / Netherlands
EPI_ISL_722529,Europe / Netherlands
EPI_ISL_628217,Wales
EPI_ISL_722531,Europe / Netherlands
EPI_ISL_680201,Northern Ireland
EPI_ISL_644112,Scotland
EPI_ISL_931021,Europe / Switzerland
EPI_ISL_644094,Scotland
EPI_ISL_1496631,Europe / Switzerland
EPI_ISL_1496507,Europe / Switzerland
EPI_ISL_651980,Scotland
EPI_ISL_628201,Wales
EPI_ISL_644101,Scotland
EPI_ISL_634763,Wales
EPI_ISL_1311677,Europe / Netherlands
EPI_ISL_826968,Europe / Iceland
EPI_ISL_826964,Europe / Iceland
EPI_ISL_826966,Europe / Iceland
EPI_ISL_3357912,Europe / France
EPI_ISL_3357960,Europe / France
EPI_ISL_3357767,Europe / France
EPI_ISL_3357765,Europe / France
EPI_ISL_628023,Wales
EPI_ISL_1311674,Europe / Netherlands
EPI_ISL_612933,Wales
EPI_ISL_623977,Scotland
EPI_ISL_624006,Wales
EPI_ISL_624232,Wales
EPI_ISL_653019,Scotland
EPI_ISL_652966,Scotland
EPI_ISL_624022,Scotland
EPI_ISL_612892,Wales
EPI_ISL_612878,Wales
EPI_ISL_652967,Scotland
EPI_ISL_612868,Wales
EPI_ISL_612877,Wales
EPI_ISL_624034,Scotland
EPI_ISL_653024,Scotland
EPI_ISL_612997,Wales
EPI_ISL_624132,Scotland
EPI_ISL_652952,Scotland
EPI_ISL_652972,Scotland
EPI_ISL_653021,Scotland
EPI_ISL_612988,Wales
EPI_ISL_653017,Scotland
EPI_ISL_624349,Wales
EPI_ISL_652969,Scotland
EPI_ISL_653018,Scotland
EPI_ISL_653020,Scotland
EPI_ISL_653014,Scotland
EPI_ISL_653015,Scotland
EPI_ISL_612986,Wales
EPI_ISL_612899,Wales
EPI_ISL_651987,Scotland
EPI_ISL_624140,Scotland
EPI_ISL_612844,Wales
EPI_ISL_612852,Wales
EPI_ISL_612848,Wales
EPI_ISL_612855,Wales
EPI_ISL_612845,Wales
EPI_ISL_612859,Wales
EPI_ISL_1648028,Europe / Germany
EPI_ISL_652045,Scotland
EPI_ISL_612891,Wales
EPI_ISL_7672310,Europe / Italy
EPI_ISL_7671859,Europe / Italy
EPI_ISL_1311675,Europe / Netherlands
EPI_ISL_7671786,Europe / Italy
EPI_ISL_7671824,Europe / Italy
EPI_ISL_612995,Wales
EPI_ISL_612953,Wales
EPI_ISL_612962,Wales
EPI_ISL_612957,Wales
EPI_ISL_612958,Wales
EPI_ISL_612975,Wales
EPI_ISL_612992,Wales
EPI_ISL_612976,Wales
EPI_ISL_612969,Wales
EPI_ISL_612908,Wales
EPI_ISL_612915,Wales
EPI_ISL_612922,Wales
EPI_ISL_612924,Wales
EPI_ISL_612991,Wales
EPI_ISL_612998,Wales
EPI_ISL_623995,Scotland
EPI_ISL_623963,Scotland
EPI_ISL_634813,Wales
EPI_ISL_634801,Wales
EPI_ISL_634798,Wales
EPI_ISL_625064,Wales
EPI_ISL_625160,Wales
EPI_ISL_1311560,Europe / Netherlands
EPI_ISL_931003,Europe / Switzerland
EPI_ISL_931000,Europe / Switzerland
EPI_ISL_931036,Europe / Switzerland
EPI_ISL_931039,Europe / Switzerland
EPI_ISL_634808,Wales
EPI_ISL_668407,Europe / Norway
EPI_ISL_624148,Scotland
EPI_ISL_639002,Scotland
EPI_ISL_625106,Wales
EPI_ISL_680199,Northern Ireland
EPI_ISL_827234,Europe / Iceland
EPI_ISL_680198,Northern Ireland
EPI_ISL_623986,Scotland
EPI_ISL_977176,Europe / Italy
EPI_ISL_827360,Europe / Iceland
EPI_ISL_636583,Europe / Netherlands
EPI_ISL_827532,Europe / Iceland
EPI_ISL_827533,Europe / Iceland
EPI_ISL_654392,Europe / Spain
EPI_ISL_634812,Wales
EPI_ISL_654607,Europe / Spain
EPI_ISL_654399,Europe / Spain
EPI_ISL_654606,Europe / Spain
EPI_ISL_740193,Europe / Luxembourg
EPI_ISL_827233,Europe / Iceland
EPI_ISL_827368,Europe / Iceland
