strain,country
EPI_ISL_614954,Europe / Switzerland
EPI_ISL_614907,Europe / Switzerland
EPI_ISL_614962,Europe / Switzerland
EPI_ISL_930873,Europe / Switzerland
EPI_ISL_930881,Europe / Switzerland
EPI_ISL_930879,Europe / Switzerland
EPI_ISL_930875,Europe / Switzerland
EPI_ISL_827169,Europe / Iceland
EPI_ISL_680337,Northern Ireland
EPI_ISL_680214,Northern Ireland
EPI_ISL_828384,Europe / Iceland
EPI_ISL_612886,Wales
EPI_ISL_612884,Wales
EPI_ISL_612856,Wales
EPI_ISL_613000,Wales
EPI_ISL_680206,Northern Ireland
EPI_ISL_828309,Europe / Iceland
EPI_ISL_613142,Wales
EPI_ISL_627094,Wales
EPI_ISL_680220,Northern Ireland
EPI_ISL_7671785,Europe / Italy
EPI_ISL_627408,Scotland
EPI_ISL_829457,Europe / Iceland
EPI_ISL_627390,Scotland
EPI_ISL_613130,Wales
EPI_ISL_830498,Europe / Iceland
EPI_ISL_627372,Scotland
EPI_ISL_691676,Europe / Spain
EPI_ISL_627370,Scotland
EPI_ISL_830424,Europe / Iceland
EPI_ISL_627368,Scotland
EPI_ISL_1496649,Europe / Switzerland
EPI_ISL_627369,Scotland
EPI_ISL_627371,Scotland
EPI_ISL_627385,Scotland
EPI_ISL_627382,Scotland
EPI_ISL_830497,Europe / Iceland
EPI_ISL_830494,Europe / Iceland
EPI_ISL_627093,Wales
EPI_ISL_613013,Wales
EPI_ISL_627416,Scotland
EPI_ISL_606116,Wales
EPI_ISL_613167,Wales
EPI_ISL_651816,Scotland
EPI_ISL_1498189,Europe / Netherlands
EPI_ISL_613038,Wales
EPI_ISL_612365,Scotland
EPI_ISL_612367,Scotland
EPI_ISL_827277,Europe / Iceland
EPI_ISL_612368,Scotland
EPI_ISL_612364,Scotland
EPI_ISL_827148,Europe / Iceland
EPI_ISL_827336,Europe / Iceland
EPI_ISL_613181,Wales
EPI_ISL_827349,Europe / Iceland
EPI_ISL_827347,Europe / Iceland
EPI_ISL_827356,Europe / Iceland
EPI_ISL_827350,Europe / Iceland
EPI_ISL_612890,Wales
EPI_ISL_612194,Wales
EPI_ISL_826750,Europe / Iceland
EPI_ISL_828639,Europe / Iceland
EPI_ISL_827174,Europe / Iceland
EPI_ISL_651815,Scotland
EPI_ISL_930885,Europe / Switzerland
EPI_ISL_827348,Europe / Iceland
EPI_ISL_828885,Europe / Iceland
EPI_ISL_612369,Scotland
EPI_ISL_930866,Europe / Switzerland
EPI_ISL_828682,Europe / Iceland
EPI_ISL_828484,Europe / Iceland
EPI_ISL_627821,Wales
EPI_ISL_828489,Europe / Iceland
EPI_ISL_828197,Europe / Iceland
EPI_ISL_828473,Europe / Iceland
EPI_ISL_828934,Europe / Iceland
EPI_ISL_613152,Wales
EPI_ISL_828485,Europe / Iceland
EPI_ISL_732523,Republic of Ireland
EPI_ISL_732521,Republic of Ireland
EPI_ISL_732520,Republic of Ireland
EPI_ISL_930888,Europe / Switzerland
EPI_ISL_707998,Europe / Germany
EPI_ISL_666288,Wales
EPI_ISL_930891,Europe / Switzerland
EPI_ISL_930889,Europe / Switzerland
EPI_ISL_628119,Wales
EPI_ISL_760204,Asia / South Korea
EPI_ISL_732486,Republic of Ireland
EPI_ISL_627847,Wales
EPI_ISL_7671851,Europe / Italy
EPI_ISL_732519,Republic of Ireland
EPI_ISL_627983,Wales
EPI_ISL_828689,Europe / Iceland
EPI_ISL_614910,Europe / Switzerland
EPI_ISL_804513,Europe / France
EPI_ISL_614905,Europe / Switzerland
EPI_ISL_1496469,Europe / Switzerland
EPI_ISL_828202,Europe / Iceland
EPI_ISL_828196,Europe / Iceland
EPI_ISL_804512,Europe / France
EPI_ISL_722513,Europe / Netherlands
EPI_ISL_627878,Wales
EPI_ISL_614949,Europe / Switzerland
EPI_ISL_904436,Europe / Netherlands
EPI_ISL_632713,Europe / Netherlands
EPI_ISL_628001,Wales
EPI_ISL_628064,Wales
EPI_ISL_828194,Europe / Iceland
EPI_ISL_828488,Europe / Iceland
EPI_ISL_732494,Republic of Ireland
EPI_ISL_732496,Republic of Ireland
EPI_ISL_829189,Europe / Iceland
EPI_ISL_612866,Wales
EPI_ISL_732487,Republic of Ireland
EPI_ISL_4548946,Europe / Spain
EPI_ISL_930910,Europe / Switzerland
EPI_ISL_666195,Wales
EPI_ISL_828686,Europe / Iceland
EPI_ISL_828683,Europe / Iceland
EPI_ISL_3357760,Europe / France
EPI_ISL_613082,Wales
EPI_ISL_828685,Europe / Iceland
EPI_ISL_613157,Wales
EPI_ISL_654591,Europe / Spain
EPI_ISL_613172,Wales
EPI_ISL_735125,Europe / Belgium
EPI_ISL_612894,Wales
EPI_ISL_828914,Europe / Iceland
EPI_ISL_732492,Republic of Ireland
EPI_ISL_732518,Republic of Ireland
EPI_ISL_732483,Republic of Ireland
EPI_ISL_732476,Republic of Ireland
EPI_ISL_732465,Republic of Ireland
EPI_ISL_625271,Wales
EPI_ISL_612872,Wales
EPI_ISL_612879,Wales
EPI_ISL_654590,Europe / Spain
EPI_ISL_828687,Europe / Iceland
EPI_ISL_707996,Europe / Germany
EPI_ISL_612981,Wales
EPI_ISL_727180,Wales
EPI_ISL_732485,Republic of Ireland
EPI_ISL_949230,Europe / Spain
EPI_ISL_612906,Wales
EPI_ISL_613007,Wales
EPI_ISL_827243,Europe / Iceland
EPI_ISL_732813,Europe / Spain
EPI_ISL_732462,Republic of Ireland
EPI_ISL_613280,Wales
EPI_ISL_732814,Europe / Spain
EPI_ISL_732467,Republic of Ireland
EPI_ISL_1577859,Europe / Germany
EPI_ISL_732469,Republic of Ireland
EPI_ISL_732481,Republic of Ireland
EPI_ISL_721540,Scotland
EPI_ISL_732468,Republic of Ireland
EPI_ISL_732477,Republic of Ireland
EPI_ISL_828199,Europe / Iceland
EPI_ISL_828472,Europe / Iceland
EPI_ISL_7671948,Europe / Italy
EPI_ISL_732480,Republic of Ireland
EPI_ISL_732479,Republic of Ireland
EPI_ISL_732475,Republic of Ireland
EPI_ISL_732463,Republic of Ireland
EPI_ISL_732470,Republic of Ireland
EPI_ISL_732461,Republic of Ireland
EPI_ISL_732459,Republic of Ireland
EPI_ISL_634891,Europe / Belgium
EPI_ISL_7671844,Europe / Italy
EPI_ISL_612889,Wales
EPI_ISL_7672440,Europe / Italy
EPI_ISL_7672095,Europe / Italy
EPI_ISL_654311,Europe / Spain
EPI_ISL_612966,Wales
EPI_ISL_613127,Wales
EPI_ISL_732466,Republic of Ireland
EPI_ISL_612873,Wales
EPI_ISL_613113,Wales
EPI_ISL_732478,Republic of Ireland
EPI_ISL_732474,Republic of Ireland
EPI_ISL_613124,Wales
EPI_ISL_613118,Wales
EPI_ISL_2017516,Europe / Spain
EPI_ISL_754020,Europe / Germany
EPI_ISL_829734,Europe / Iceland
EPI_ISL_612965,Wales
EPI_ISL_828474,Europe / Iceland
EPI_ISL_828499,Europe / Iceland
EPI_ISL_827892,Europe / Iceland
EPI_ISL_627383,Scotland
EPI_ISL_627387,Scotland
EPI_ISL_613023,Wales
EPI_ISL_680338,Northern Ireland
EPI_ISL_5030464,Europe / Spain
EPI_ISL_1496681,Europe / Switzerland
EPI_ISL_1496464,Europe / Switzerland
EPI_ISL_612853,Wales
EPI_ISL_613143,Wales
EPI_ISL_828688,Europe / Iceland
EPI_ISL_613079,Wales
EPI_ISL_612919,Wales
EPI_ISL_612931,Wales
EPI_ISL_828475,Europe / Iceland
EPI_ISL_635165,Europe / Norway
EPI_ISL_612945,Wales
EPI_ISL_2731400,Europe / Netherlands
EPI_ISL_613123,Wales
EPI_ISL_639840,Republic of Ireland
EPI_ISL_639842,Republic of Ireland
EPI_ISL_2731401,Europe / Netherlands
EPI_ISL_612948,Wales
EPI_ISL_775315,Europe / Norway
EPI_ISL_735129,Europe / Belgium
EPI_ISL_740479,Europe / Luxembourg
EPI_ISL_613271,Wales
EPI_ISL_1496217,Europe / Switzerland
EPI_ISL_613015,Wales
EPI_ISL_829197,Europe / Iceland
EPI_ISL_735121,Europe / Belgium
EPI_ISL_829224,Europe / Iceland
EPI_ISL_627402,Scotland
EPI_ISL_735113,Europe / Belgium
EPI_ISL_735127,Europe / Belgium
EPI_ISL_613072,Wales
EPI_ISL_829188,Europe / Iceland
EPI_ISL_613037,Wales
EPI_ISL_612996,Wales
EPI_ISL_613047,Wales
EPI_ISL_930911,Europe / Switzerland
EPI_ISL_680387,Northern Ireland
EPI_ISL_828479,Europe / Iceland
EPI_ISL_613016,Wales
EPI_ISL_627078,Wales
EPI_ISL_829194,Europe / Iceland
EPI_ISL_1496493,Europe / Switzerland
EPI_ISL_613165,Wales
EPI_ISL_613160,Wales
EPI_ISL_613154,Wales
EPI_ISL_930915,Europe / Switzerland
EPI_ISL_930909,Europe / Switzerland
EPI_ISL_930914,Europe / Switzerland
EPI_ISL_627902,Wales
EPI_ISL_612898,Wales
EPI_ISL_830140,Europe / Iceland
EPI_ISL_828490,Europe / Iceland
EPI_ISL_2731378,Europe / Netherlands
EPI_ISL_612846,Wales
EPI_ISL_612370,Scotland
EPI_ISL_613055,Wales
EPI_ISL_612374,Scotland
EPI_ISL_829192,Europe / Iceland
EPI_ISL_2731402,Europe / Netherlands
EPI_ISL_753901,Europe / Germany
EPI_ISL_613069,Wales
EPI_ISL_627423,Scotland
EPI_ISL_826679,Europe / Iceland
EPI_ISL_612371,Scotland
EPI_ISL_613176,Wales
EPI_ISL_753796,Europe / Germany
EPI_ISL_753790,Europe / Germany
EPI_ISL_1496386,Europe / Switzerland
EPI_ISL_764429,Northern Ireland
EPI_ISL_5107661,Europe / Spain
EPI_ISL_5107662,Europe / Spain
EPI_ISL_5107663,Europe / Spain
EPI_ISL_5107665,Europe / Spain
EPI_ISL_5107666,Europe / Spain
EPI_ISL_5107668,Europe / Spain
EPI_ISL_661299,Europe / Sweden
EPI_ISL_5107669,Europe / Spain
EPI_ISL_680217,Northern Ireland
EPI_ISL_827553,Europe / Iceland
EPI_ISL_828720,Europe / Iceland
EPI_ISL_3357763,Europe / France
EPI_ISL_1496518,Europe / Switzerland
EPI_ISL_829948,Europe / Iceland
EPI_ISL_1496515,Europe / Switzerland
EPI_ISL_764426,Northern Ireland
EPI_ISL_859835,Asia / United Arab Emirates
EPI_ISL_613091,Wales
EPI_ISL_613153,Wales
EPI_ISL_613049,Wales
EPI_ISL_680395,Northern Ireland
EPI_ISL_612373,Scotland
EPI_ISL_623954,Scotland
EPI_ISL_680485,Scotland
EPI_ISL_651971,Scotland
EPI_ISL_1496523,Europe / Switzerland
EPI_ISL_680398,Northern Ireland
EPI_ISL_613164,Wales
EPI_ISL_613162,Wales
EPI_ISL_828463,Europe / Iceland
EPI_ISL_828464,Europe / Iceland
EPI_ISL_613042,Wales
EPI_ISL_613163,Wales
EPI_ISL_652315,Northern Ireland
EPI_ISL_680405,Northern Ireland
EPI_ISL_680400,Northern Ireland
EPI_ISL_613032,Wales
EPI_ISL_680388,Northern Ireland
EPI_ISL_708043,Europe / Norway
EPI_ISL_859820,Asia / United Arab Emirates
EPI_ISL_859821,Asia / United Arab Emirates
EPI_ISL_618722,Europe / Denmark
EPI_ISL_859842,Asia / United Arab Emirates
EPI_ISL_859837,Asia / United Arab Emirates
EPI_ISL_826705,Europe / Iceland
EPI_ISL_859836,Asia / United Arab Emirates
EPI_ISL_753894,Europe / Germany
EPI_ISL_930969,Europe / Switzerland
EPI_ISL_671221,Europe / Denmark
EPI_ISL_683002,Europe / Denmark
EPI_ISL_748128,Europe / Denmark
EPI_ISL_5107667,Europe / Spain
EPI_ISL_1312623,Europe / Latvia
EPI_ISL_614944,Europe / Switzerland
EPI_ISL_614918,Europe / Switzerland
EPI_ISL_680404,Northern Ireland
EPI_ISL_882725,Europe / Italy
EPI_ISL_830753,Europe / Switzerland
EPI_ISL_613279,Wales
EPI_ISL_639554,Wales
EPI_ISL_639455,Wales
EPI_ISL_680403,Northern Ireland
EPI_ISL_764127,Northern Ireland
EPI_ISL_627404,Scotland
EPI_ISL_828456,Europe / Iceland
EPI_ISL_882752,Europe / Italy
EPI_ISL_930935,Europe / Switzerland
EPI_ISL_930942,Europe / Switzerland
EPI_ISL_930922,Europe / Switzerland
EPI_ISL_618549,Europe / Denmark
EPI_ISL_624754,Wales
EPI_ISL_828462,Europe / Iceland
EPI_ISL_930920,Europe / Switzerland
EPI_ISL_651817,Scotland
EPI_ISL_651818,Scotland
EPI_ISL_680402,Northern Ireland
EPI_ISL_828722,Europe / Iceland
EPI_ISL_828449,Europe / Iceland
EPI_ISL_828458,Europe / Iceland
EPI_ISL_828457,Europe / Iceland
EPI_ISL_828459,Europe / Iceland
EPI_ISL_627862,Wales
EPI_ISL_627384,Scotland
EPI_ISL_732489,Republic of Ireland
EPI_ISL_627377,Scotland
EPI_ISL_828728,Europe / Iceland
EPI_ISL_828721,Europe / Iceland
EPI_ISL_827256,Europe / Iceland
EPI_ISL_827548,Europe / Iceland
EPI_ISL_827550,Europe / Iceland
EPI_ISL_827257,Europe / Iceland
EPI_ISL_613254,Wales
EPI_ISL_613258,Wales
EPI_ISL_618794,Europe / Denmark
EPI_ISL_1311559,Europe / Netherlands
EPI_ISL_618795,Europe / Denmark
EPI_ISL_627380,Scotland
EPI_ISL_627396,Scotland
EPI_ISL_627419,Scotland
EPI_ISL_722514,Europe / Netherlands
EPI_ISL_722515,Europe / Netherlands
EPI_ISL_627410,Scotland
EPI_ISL_627409,Scotland
EPI_ISL_802766,Europe / Spain
EPI_ISL_802758,Europe / Spain
EPI_ISL_618770,Europe / Denmark
EPI_ISL_802759,Europe / Spain
EPI_ISL_632732,Europe / Netherlands
EPI_ISL_627882,Wales
EPI_ISL_628102,Wales
EPI_ISL_828205,Europe / Iceland
EPI_ISL_627979,Wales
EPI_ISL_627955,Wales
EPI_ISL_628133,Wales
EPI_ISL_711057,Africa / Tunisia
EPI_ISL_627418,Scotland
EPI_ISL_1577876,Europe / Germany
EPI_ISL_618774,Europe / Denmark
EPI_ISL_827254,Europe / Iceland
EPI_ISL_609999,Europe / Italy
EPI_ISL_7672332,Europe / Italy
EPI_ISL_904438,Europe / Netherlands
EPI_ISL_618499,Europe / Denmark
EPI_ISL_618597,Europe / Denmark
EPI_ISL_618668,Europe / Denmark
EPI_ISL_618669,Europe / Denmark
EPI_ISL_680397,Northern Ireland
EPI_ISL_613241,Wales
EPI_ISL_628143,Wales
EPI_ISL_627980,Wales
EPI_ISL_613204,Wales
EPI_ISL_628011,Wales
EPI_ISL_627994,Wales
EPI_ISL_628073,Wales
EPI_ISL_627997,Wales
EPI_ISL_613220,Wales
EPI_ISL_609998,Europe / Italy
EPI_ISL_828718,Europe / Iceland
EPI_ISL_618784,Europe / Denmark
EPI_ISL_826706,Europe / Iceland
EPI_ISL_618779,Europe / Denmark
EPI_ISL_9145913,Europe / Italy
EPI_ISL_627753,Wales
EPI_ISL_618762,Europe / Denmark
EPI_ISL_636559,Europe / Netherlands
EPI_ISL_618761,Europe / Denmark
EPI_ISL_628223,Wales
EPI_ISL_613135,Wales
EPI_ISL_627768,Wales
EPI_ISL_618777,Europe / Denmark
EPI_ISL_628111,Wales
EPI_ISL_628083,Wales
EPI_ISL_613226,Wales
EPI_ISL_618846,Europe / Denmark
EPI_ISL_618780,Europe / Denmark
EPI_ISL_826714,Europe / Iceland
EPI_ISL_618679,Europe / Denmark
EPI_ISL_618772,Europe / Denmark
EPI_ISL_826713,Europe / Iceland
EPI_ISL_627091,Wales
EPI_ISL_734502,Europe / Belgium
EPI_ISL_613256,Wales
EPI_ISL_744700,Europe / Luxembourg
EPI_ISL_618688,Europe / Denmark
EPI_ISL_618689,Europe / Denmark
EPI_ISL_618683,Europe / Denmark
EPI_ISL_618705,Europe / Denmark
EPI_ISL_618750,Europe / Denmark
EPI_ISL_618748,Europe / Denmark
EPI_ISL_618733,Europe / Denmark
EPI_ISL_605822,Asia / Singapore
EPI_ISL_744388,Europe / Luxembourg
EPI_ISL_627095,Wales
EPI_ISL_618710,Europe / Denmark
EPI_ISL_648178,Europe / Sweden
EPI_ISL_648177,Europe / Sweden
EPI_ISL_618718,Europe / Denmark
EPI_ISL_627912,Wales
EPI_ISL_740331,Europe / Luxembourg
EPI_ISL_618741,Europe / Denmark
EPI_ISL_618731,Europe / Denmark
EPI_ISL_735155,Europe / Belgium
EPI_ISL_735159,Europe / Belgium
EPI_ISL_735144,Europe / Belgium
EPI_ISL_735151,Europe / Belgium
EPI_ISL_735154,Europe / Belgium
EPI_ISL_828724,Europe / Iceland
EPI_ISL_735201,Europe / Belgium
EPI_ISL_735157,Europe / Belgium
EPI_ISL_735206,Europe / Belgium
EPI_ISL_618763,Europe / Denmark
EPI_ISL_828723,Europe / Iceland
EPI_ISL_627844,Wales
EPI_ISL_744790,Europe / Luxembourg
EPI_ISL_618719,Europe / Denmark
EPI_ISL_613231,Wales
EPI_ISL_618592,Europe / Denmark
EPI_ISL_739781,Europe / Luxembourg
EPI_ISL_735196,Europe / Belgium
EPI_ISL_613229,Wales
EPI_ISL_735153,Europe / Belgium
EPI_ISL_735146,Europe / Belgium
EPI_ISL_613269,Wales
EPI_ISL_618735,Europe / Denmark
EPI_ISL_734499,Europe / Belgium
EPI_ISL_613203,Wales
EPI_ISL_627860,Wales
EPI_ISL_627733,Wales
EPI_ISL_827821,Europe / Iceland
EPI_ISL_613190,Wales
EPI_ISL_627831,Wales
EPI_ISL_828727,Europe / Iceland
EPI_ISL_613225,Wales
EPI_ISL_735160,Europe / Belgium
EPI_ISL_735174,Europe / Belgium
EPI_ISL_735172,Europe / Belgium
EPI_ISL_735177,Europe / Belgium
EPI_ISL_735182,Europe / Belgium
EPI_ISL_627747,Wales
EPI_ISL_618742,Europe / Denmark
EPI_ISL_735195,Europe / Belgium
EPI_ISL_735197,Europe / Belgium
EPI_ISL_735180,Europe / Belgium
EPI_ISL_735186,Europe / Belgium
EPI_ISL_735193,Europe / Belgium
EPI_ISL_613197,Wales
EPI_ISL_634883,Europe / Belgium
EPI_ISL_635181,Europe / Norway
EPI_ISL_613019,Wales
EPI_ISL_826680,Europe / Iceland
EPI_ISL_635194,Europe / Norway
EPI_ISL_635198,Europe / Norway
EPI_ISL_764430,Northern Ireland
EPI_ISL_764427,Northern Ireland
EPI_ISL_613018,Wales
EPI_ISL_612956,Wales
EPI_ISL_5696377,North America / USA
EPI_ISL_618508,Europe / Denmark
EPI_ISL_826863,Europe / Iceland
EPI_ISL_930925,Europe / Switzerland
EPI_ISL_618501,Europe / Denmark
EPI_ISL_826682,Europe / Iceland
EPI_ISL_618615,Europe / Denmark
EPI_ISL_680408,Northern Ireland
EPI_ISL_2923816,North America / USA
EPI_ISL_618613,Europe / Denmark
EPI_ISL_618622,Europe / Denmark
EPI_ISL_5107659,Europe / Spain
EPI_ISL_613035,Wales
EPI_ISL_613046,Wales
EPI_ISL_860754,Europe / Switzerland
EPI_ISL_860752,Europe / Switzerland
EPI_ISL_860755,Europe / Switzerland
EPI_ISL_710503,Europe / Italy
EPI_ISL_613067,Wales
EPI_ISL_680393,Northern Ireland
EPI_ISL_680392,Northern Ireland
EPI_ISL_625324,Wales
EPI_ISL_654594,Europe / Spain
EPI_ISL_613166,Wales
EPI_ISL_613066,Wales
EPI_ISL_827013,Europe / Iceland
EPI_ISL_613173,Wales
EPI_ISL_735165,Europe / Belgium
EPI_ISL_735181,Europe / Belgium
EPI_ISL_680389,Northern Ireland
EPI_ISL_735198,Europe / Belgium
EPI_ISL_735147,Europe / Belgium
EPI_ISL_735156,Europe / Belgium
EPI_ISL_680399,Northern Ireland
EPI_ISL_628022,Wales
EPI_ISL_612202,Wales
EPI_ISL_826707,Europe / Iceland
EPI_ISL_618514,Europe / Denmark
EPI_ISL_613077,Wales
EPI_ISL_618614,Europe / Denmark
EPI_ISL_744693,Europe / Luxembourg
EPI_ISL_764395,Northern Ireland
EPI_ISL_680396,Northern Ireland
EPI_ISL_613089,Wales
EPI_ISL_826675,Europe / Iceland
EPI_ISL_680391,Northern Ireland
EPI_ISL_680390,Northern Ireland
EPI_ISL_680394,Northern Ireland
EPI_ISL_613094,Wales
EPI_ISL_613076,Wales
EPI_ISL_1692759,Europe / Italy
EPI_ISL_802757,Europe / Spain
EPI_ISL_802756,Europe / Spain
EPI_ISL_613048,Wales
EPI_ISL_802769,Europe / Spain
EPI_ISL_722907,Europe / Italy
EPI_ISL_613059,Wales
EPI_ISL_826876,Europe / Iceland
EPI_ISL_618872,Europe / Denmark
EPI_ISL_639522,Wales
EPI_ISL_654359,Europe / Spain
EPI_ISL_683003,Europe / Denmark
EPI_ISL_618518,Europe / Denmark
EPI_ISL_618665,Europe / Denmark
EPI_ISL_618577,Europe / Denmark
EPI_ISL_618564,Europe / Denmark
EPI_ISL_618754,Europe / Denmark
EPI_ISL_612893,Wales
EPI_ISL_618583,Europe / Denmark
EPI_ISL_652062,Scotland
EPI_ISL_618604,Europe / Denmark
EPI_ISL_618558,Europe / Denmark
EPI_ISL_618581,Europe / Denmark
EPI_ISL_618601,Europe / Denmark
EPI_ISL_612971,Wales
EPI_ISL_618520,Europe / Denmark
EPI_ISL_7672333,Europe / Italy
EPI_ISL_618587,Europe / Denmark
EPI_ISL_618537,Europe / Denmark
EPI_ISL_612864,Wales
EPI_ISL_618527,Europe / Denmark
EPI_ISL_618598,Europe / Denmark
EPI_ISL_618586,Europe / Denmark
EPI_ISL_2751391,Scotland
EPI_ISL_1496512,Europe / Switzerland
EPI_ISL_613213,Wales
EPI_ISL_613252,Wales
EPI_ISL_613263,Wales
EPI_ISL_613264,Wales
EPI_ISL_625393,Scotland
EPI_ISL_930950,Europe / Switzerland
EPI_ISL_5327602,Europe / Spain
EPI_ISL_652306,Northern Ireland
EPI_ISL_651961,Scotland
EPI_ISL_651960,Scotland
EPI_ISL_930959,Europe / Switzerland
EPI_ISL_651974,Scotland
EPI_ISL_613043,Wales
EPI_ISL_930961,Europe / Switzerland
EPI_ISL_930949,Europe / Switzerland
EPI_ISL_930948,Europe / Switzerland
EPI_ISL_930947,Europe / Switzerland
EPI_ISL_652304,Northern Ireland
EPI_ISL_2751304,Scotland
EPI_ISL_827419,Europe / Iceland
EPI_ISL_882690,Europe / Italy
EPI_ISL_613044,Wales
EPI_ISL_1496522,Europe / Switzerland
EPI_ISL_652312,Northern Ireland
EPI_ISL_828481,Europe / Iceland
EPI_ISL_625323,Scotland
EPI_ISL_860758,Europe / Switzerland
EPI_ISL_2751461,Scotland
EPI_ISL_652314,Northern Ireland
EPI_ISL_613255,Wales
EPI_ISL_1180253,Europe / Italy
EPI_ISL_613195,Wales
EPI_ISL_639429,Wales
EPI_ISL_627388,Scotland
EPI_ISL_624873,Wales
EPI_ISL_652326,Northern Ireland
EPI_ISL_652329,Northern Ireland
EPI_ISL_652325,Northern Ireland
EPI_ISL_652308,Northern Ireland
EPI_ISL_651741,Scotland
EPI_ISL_5107670,Europe / Spain
EPI_ISL_652673,Scotland
EPI_ISL_652322,Northern Ireland
EPI_ISL_652629,Scotland
EPI_ISL_2751358,Scotland
EPI_ISL_680330,Northern Ireland
EPI_ISL_652321,Northern Ireland
EPI_ISL_652320,Northern Ireland
EPI_ISL_666364,Wales
EPI_ISL_4425131,Europe / Spain
EPI_ISL_639478,Wales
EPI_ISL_2751376,Scotland
EPI_ISL_829257,Europe / Iceland
EPI_ISL_2751381,Scotland
EPI_ISL_2751386,Scotland
EPI_ISL_652316,Northern Ireland
EPI_ISL_829260,Europe / Iceland
EPI_ISL_652324,Northern Ireland
EPI_ISL_652317,Northern Ireland
EPI_ISL_651963,Scotland
EPI_ISL_2751331,Scotland
EPI_ISL_2655308,Europe / Spain
EPI_ISL_636537,Europe / Netherlands
EPI_ISL_651962,Scotland
EPI_ISL_651097,Northern Ireland
EPI_ISL_613026,Wales
EPI_ISL_613021,Wales
EPI_ISL_654598,Europe / Spain
EPI_ISL_613141,Wales
EPI_ISL_627391,Scotland
EPI_ISL_613273,Wales
EPI_ISL_1496495,Europe / Switzerland
EPI_ISL_829256,Europe / Iceland
EPI_ISL_680203,Northern Ireland
EPI_ISL_826710,Europe / Iceland
EPI_ISL_11172720,Africa / Tunisia
EPI_ISL_1496392,Europe / Switzerland
EPI_ISL_828493,Europe / Iceland
EPI_ISL_930951,Europe / Switzerland
EPI_ISL_652644,Scotland
EPI_ISL_652649,Scotland
EPI_ISL_652641,Scotland
EPI_ISL_652674,Scotland
EPI_ISL_652671,Scotland
EPI_ISL_652632,Scotland
EPI_ISL_651884,Scotland
EPI_ISL_652658,Scotland
EPI_ISL_829255,Europe / Iceland
EPI_ISL_2751330,Scotland
EPI_ISL_2751329,Scotland
EPI_ISL_2601001,Europe / Spain
EPI_ISL_2601000,Europe / Spain
EPI_ISL_2751388,Scotland
EPI_ISL_2751328,Scotland
EPI_ISL_1498206,Europe / Netherlands
EPI_ISL_2751321,Scotland
EPI_ISL_2751389,Scotland
EPI_ISL_828704,Europe / Iceland
EPI_ISL_2751390,Scotland
EPI_ISL_652318,Northern Ireland
EPI_ISL_635073,Europe / Norway
EPI_ISL_627398,Scotland
EPI_ISL_2751318,Scotland
EPI_ISL_2751412,Scotland
EPI_ISL_2751336,Scotland
EPI_ISL_652932,Scotland
EPI_ISL_652916,Scotland
EPI_ISL_827587,Europe / Iceland
EPI_ISL_827589,Europe / Iceland
EPI_ISL_654313,Europe / Spain
EPI_ISL_828701,Europe / Iceland
EPI_ISL_654323,Europe / Spain
EPI_ISL_1164676,Europe / Cyprus
EPI_ISL_828696,Europe / Iceland
EPI_ISL_2751452,Scotland
EPI_ISL_652414,Wales
EPI_ISL_613025,Wales
EPI_ISL_2751445,Scotland
EPI_ISL_654600,Europe / Spain
EPI_ISL_2751439,Scotland
EPI_ISL_639511,Wales
EPI_ISL_627993,Wales
EPI_ISL_628191,Wales
EPI_ISL_827266,Europe / Iceland
EPI_ISL_627959,Wales
EPI_ISL_627952,Wales
EPI_ISL_904439,Europe / Netherlands
EPI_ISL_628186,Wales
EPI_ISL_627861,Wales
EPI_ISL_627863,Wales
EPI_ISL_722520,Europe / Netherlands
EPI_ISL_628228,Wales
EPI_ISL_628106,Wales
EPI_ISL_722518,Europe / Netherlands
EPI_ISL_627779,Wales
EPI_ISL_627895,Wales
EPI_ISL_628109,Wales
EPI_ISL_628248,Wales
EPI_ISL_628257,Wales
EPI_ISL_613219,Wales
EPI_ISL_613191,Wales
EPI_ISL_628259,Wales
EPI_ISL_613260,Wales
EPI_ISL_613245,Wales
EPI_ISL_627815,Wales
EPI_ISL_627816,Wales
EPI_ISL_627800,Wales
EPI_ISL_627915,Wales
EPI_ISL_613242,Wales
EPI_ISL_628103,Wales
EPI_ISL_828935,Europe / Iceland
EPI_ISL_3357906,Europe / France
EPI_ISL_654599,Europe / Spain
EPI_ISL_654312,Europe / Spain
EPI_ISL_2751306,Scotland
EPI_ISL_2751308,Scotland
EPI_ISL_654314,Europe / Spain
EPI_ISL_2751313,Scotland
EPI_ISL_2751305,Scotland
EPI_ISL_2751316,Scotland
EPI_ISL_613240,Wales
EPI_ISL_613068,Wales
EPI_ISL_627797,Wales
EPI_ISL_613189,Wales
EPI_ISL_613178,Wales
EPI_ISL_613057,Wales
EPI_ISL_627835,Wales
EPI_ISL_627900,Wales
EPI_ISL_828927,Europe / Iceland
EPI_ISL_613155,Wales
EPI_ISL_627986,Wales
EPI_ISL_828698,Europe / Iceland
EPI_ISL_628013,Wales
EPI_ISL_639049,Wales
EPI_ISL_652313,Northern Ireland
EPI_ISL_654321,Europe / Spain
EPI_ISL_639446,Wales
EPI_ISL_639458,Wales
EPI_ISL_654324,Europe / Spain
EPI_ISL_2751322,Scotland
EPI_ISL_2751397,Scotland
EPI_ISL_2751410,Scotland
